speaker,utterance,思考系_役割,思考系_スコア,対人関係系_役割,対人関係系_スコア,行動系_役割,行動系_スコア
L3F,"Utterance(participant='L3F', tokens=[Token(word='一杯あるよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(217605, 222348), tiers={'L3F': '一杯あるよ . \x15217605_222348\x15', '%ort': 'ippai aru yo .'})",不明,0.5393555164337158,不明,0.5315200090408325,不明,0.44482100009918213
G3M,"Utterance(participant='G3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'G3M': 'うん .', '%ort': 'un .'})",不明,0.5304123759269714,不明,0.4979885518550873,不明,0.43242180347442627
G3M,"Utterance(participant='G3M', tokens=[Token(word='なら全部言いなさい', pos=None, mor=None, gra=None), Token(word='!', pos=None, mor=None, gra=None)], time_marks=(221246, 223622), tiers={'G3M': 'なら全部言いなさい ! \x15221246_223622\x15', '%ort': 'nara zembu iiyaa [: iinasai] !'})",不明,0.5231822729110718,不明,0.4881443977355957,不明,0.45255938172340393
H3M,"Utterance(participant='H3M', tokens=[Token(word='そんな一杯出てくる', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(223620, 225644), tiers={'H3M': 'そんな一杯出てくる ? \x15223620_225644\x15', '%ort': 'sonna ippai dete kuru ?'})",スペシャリスト,0.568437397480011,不明,0.5403034090995789,不明,0.4759142994880676
K3F,"Utterance(participant='K3F', tokens=[Token(word='運動神経', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(225643, 227355), tiers={'K3F': '運動神経 . \x15225643_227355\x15', '%ort': 'undooshinkee .'})",スペシャリスト,0.5773058533668518,不明,0.5191367268562317,不明,0.44573166966438293
L3F,"Utterance(participant='L3F', tokens=[Token(word='あはっ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(225643, 227355), tiers={'L3F': 'あはっ@i . \x15225643_227355\x15', '%ort': 'ahaq@i .'})",不明,0.5180320739746094,不明,0.4968585968017578,不明,0.40958189964294434
H3M,"Utterance(participant='H3M', tokens=[Token(word='小学生か', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(227354, 229114), tiers={'H3M': '小学生か . \x15227354_229114\x15', '%ort': 'shoogakusee ka .'})",スペシャリスト,0.5568296909332275,不明,0.4870489835739136,不明,0.3891982138156891
ALL,"Utterance(participant='ALL', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(229113, 230062), tiers={'ALL': '&=laugh . \x15229113_230062\x15', '%ort': '&=laugh .'})",不明,0.5178865194320679,不明,0.4914088845252991,不明,0.4097277522087097
K3F,"Utterance(participant='K3F', tokens=[Token(word='大事だよね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(230061, 231091), tiers={'K3F': '大事だよね . \x15230061_231091\x15', '%ort': 'daiji da yo ne: .'})",スペシャリスト,0.5645965337753296,不明,0.5140082240104675,不明,0.43470895290374756
G3M,"Utterance(participant='G3M', tokens=[Token(word='大事かも知れないけどでも実際さもう大学生ぐらいになったらさ運動神経', pos=None, mor=None, gra=None), Token(word='分からなくない', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(231090, 236030), tiers={'G3M': '大事かも知れないけどでも実際さもう大学生ぐらいになったらさ運動神経 分からなくない ? \x15231090_236030\x15', '%ort': 'daiji kamoshinnee [: kamoshirenai] kedo demo jissai saa moo daigakusee gurai ni nattara saa undooshinkee wakaranku [: wakaranaku] nai ?'})",スペシャリスト,0.5502420663833618,不明,0.5081460475921631,不明,0.48806220293045044
K3F,"Utterance(participant='K3F', tokens=[Token(word='あっちが子どもがって思うしさ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(236029, 238430), tiers={'K3F': 'あっちが子どもがって思うしさ . \x15236029_238430\x15', '%ort': 'atchi ga kodomo ga tte omou shi saa .'})",不明,0.5337663292884827,不明,0.46604079008102417,不明,0.4062306582927704
G3M,"Utterance(participant='G3M', tokens=[Token(word='あっ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(236029, 238430), tiers={'G3M': 'あっ . \x15236029_238430\x15', '%ort': 'a: .'})",不明,0.5053759217262268,不明,0.4826587438583374,不明,0.39280444383621216
K3F,"Utterance(participant='K3F', tokens=[Token(word='何にも出来なかったら嫌だもん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(238429, 241069), tiers={'K3F': '何にも出来なかったら嫌だもん . \x15238429_241069\x15', '%ort': 'nanimo dekinakattara (i)ya da mon .'})",不明,0.4715217649936676,不明,0.4455389380455017,不明,0.4186694622039795
G3M,"Utterance(participant='G3M', tokens=[Token(word='あっ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(238429, 241069), tiers={'G3M': 'あっ . \x15238429_241069\x15', '%ort': 'a: .'})",不明,0.4928206503391266,不明,0.46421051025390625,不明,0.3839370608329773
H3M,"Utterance(participant='H3M', tokens=[Token(word='何も出来ない様な奴何て居ないだろう', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(241067, 242867), tiers={'H3M': '何も出来ない様な奴何て居ないだろう . \x15241067_242867\x15', '%ort': 'nanimo dekinai yoo na yatsu nante inai daroo .'})",不明,0.40410488843917847,不明,0.4041653871536255,不明,0.33621537685394287
K3F,"Utterance(participant='K3F', tokens=[Token(word='居るじゃん', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='出来ない人', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(242866, 247672), tiers={'K3F': '居るじゃん, 出来ない人 . \x15242866_247672\x15', '%ort': 'iru jan „ dekinai hito .'})",不明,0.44910722970962524,不明,0.4548766613006592,不明,0.4223491847515106
G3M,"Utterance(participant='G3M', tokens=[Token(word='いやあ', pos=None, mor=None, gra=None), Token(word='それでも別に何かスクールに入れたら良い', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(242866, 247672), tiers={'G3M': 'いやあ@i それでも別に何かスクールに入れたら良い . \x15242866_247672\x15', '%ort': 'iyaa sore de mo betsu ni nanka sukuuru ni iretara ii .'})",不明,0.5455272793769836,不明,0.5213176012039185,不明,0.49487239122390747
H3M,"Utterance(participant='H3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(242866, 247672), tiers={'H3M': 'うん . \x15242866_247672\x15', '%ort': 'un .'})",不明,0.539785623550415,不明,0.5029654502868652,不明,0.40216347575187683
L3F,"Utterance(participant='L3F', tokens=[Token(word='嫌だ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(242866, 247672), tiers={'L3F': '嫌だ . \x15242866_247672\x15', '%ort': '(i)ya: da: .'})",不明,0.5146089196205139,不明,0.49546799063682556,不明,0.41520872712135315
G3M,"Utterance(participant='G3M', tokens=[Token(word='やってたの', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(247670, 248939), tiers={'G3M': 'やってたの ? \x15247670_248939\x15', '%ort': 'yatteta no ?'})",不明,0.528343915939331,不明,0.4618654251098633,不明,0.416208952665329
K3F,"Utterance(participant='K3F', tokens=[Token(word='絶対', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': '絶対 .', '%ort': 'zettai .'})",スペシャリスト,0.6059207320213318,不明,0.49958789348602295,不明,0.503326416015625
G3M,"Utterance(participant='G3M', tokens=[Token(word='何で', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=None, tiers={'G3M': '何で ?', '%ort': 'nande ?'})",不明,0.5175799131393433,不明,0.48507100343704224,不明,0.46113499999046326
K3F,"Utterance(participant='K3F', tokens=[Token(word='出来る人じゃなきゃ嫌だ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(248939, 251842), tiers={'K3F': '出来る人じゃなきゃ嫌だ . \x15248939_251842\x15', '%ort': 'dekiru hito janakya (i)ya da .'})",不明,0.4627830982208252,不明,0.4244542717933655,不明,0.380614697933197
G3M,"Utterance(participant='G3M', tokens=[Token(word='あっ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(251841, 254212), tiers={'G3M': 'あっ . \x15251841_254212\x15', '%ort': 'a: .'})",不明,0.5027492046356201,不明,0.48760974407196045,不明,0.3945833444595337
H3M,"Utterance(participant='H3M', tokens=[Token(word='考えてるね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': '考えてるね .', '%ort': 'kangaeteru ne .'})",スペシャリスト,0.5538166761398315,不明,0.49930548667907715,不明,0.4500429034233093
H3M,"Utterance(participant='H3M', tokens=[Token(word='凄い', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='何か', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(251841, 254212), tiers={'H3M': '凄い, 何か . \x15251841_254212\x15', '%ort': 'sugoi ne „ nanka .'})",スペシャリスト,0.5672175884246826,不明,0.5416404008865356,不明,0.4581655263900757
K3F,"Utterance(participant='K3F', tokens=[Token(word='考えてないよ', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='別に', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(254210, 255720), tiers={'K3F': '考えてないよ, 別に . \x15254210_255720\x15', '%ort': 'kangaetenai yo „ betsu ni .'})",不明,0.5343705415725708,不明,0.5013165473937988,不明,0.4802112579345703
H3M,"Utterance(participant='H3M', tokens=[Token(word='でも将来結婚して公園行って私はここに座って息子とパパがキャッチボールして', pos=None, mor=None, gra=None), Token(word='...', pos=None, mor=None, gra=None)], time_marks=(255719, 262419), tiers={'H3M': 'でも将来結婚して公園行って私はここに座って息子とパパがキャッチボールして +... \x15255719_262419\x15', '%ort': 'demo shoorai kekkon shite kooen itte watashi wa koko ni suwatte musuko to papa to kyatchibooru shite +...'})",不明,0.49628931283950806,不明,0.45877987146377563,不明,0.4479774832725525
K3F,"Utterance(participant='K3F', tokens=[Token(word='ふうん', pos=None, mor=None, gra=None), Token(word='そんなの一緒にやる', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(262417, 264096), tiers={'K3F': 'ふうん@i そんなの一緒にやる . \x15262417_264096\x15', '%ort': '(fuu)n: sonna no issho ni yaru .'})",スペシャリスト,0.558963418006897,不明,0.45818114280700684,不明,0.4361751675605774
H3M,"Utterance(participant='H3M', tokens=[Token(word='えっ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': 'えっ ?', '%ort': 'eq ?'})",スペシャリスト,0.5690123438835144,不明,0.5286648273468018,不明,0.4509686231613159
H3M,"Utterance(participant='H3M', tokens=[Token(word='そう言うのじゃん', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='普通に', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(264094, 266566), tiers={'H3M': 'そう言うのじゃん, 普通に . \x15264094_266566\x15', '%ort': 'sooiu no jan „ futsuu ni .'})",スペシャリスト,0.5680208206176758,不明,0.5408211946487427,不明,0.4903607964515686
H3M,"Utterance(participant='H3M', tokens=[Token(word='パパショボいじゃん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(266565, 268361), tiers={'H3M': 'パパショボいじゃん . \x15266565_268361\x15', '%ort': 'papa shoboi jan .'})",スペシャリスト,0.5500829219818115,不明,0.5040248036384583,不明,0.3962714672088623
K3F,"Utterance(participant='K3F', tokens=[Token(word='どう', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': 'どう ?', '%ort': 'doo ?'})",スペシャリスト,0.5525733232498169,不明,0.5148303508758545,不明,0.4573059678077698
K3F,"Utterance(participant='K3F', tokens=[Token(word='ショボくない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(268359, 269827), tiers={'K3F': 'ショボくない . \x15268359_269827\x15', '%ort': 'shoboku nai .'})",不明,0.5356131792068481,不明,0.48531588912010193,不明,0.42131364345550537
K3F,"Utterance(participant='K3F', tokens=[Token(word='条件言ったね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': '条件言ったね .', '%ort': 'jooken itta ne .'})",スペシャリスト,0.5703948140144348,リソース探究者,0.5773612260818481,完遂者,0.5771518349647522
K3F,"Utterance(participant='K3F', tokens=[Token(word='ショボくない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(269826, 272896), tiers={'K3F': 'ショボくない . \x15269826_272896\x15', '%ort': 'shoboku nai .'})",不明,0.5289808511734009,不明,0.4734951853752136,不明,0.4213578402996063
L3F,"Utterance(participant='L3F', tokens=[Token(word='ショボい人嫌', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(272895, 273804), tiers={'L3F': 'ショボい人嫌 . \x15272895_273804\x15', '%ort': 'shoboi hito iya: .'})",スペシャリスト,0.5578709244728088,不明,0.4892892837524414,不明,0.40520623326301575
H3M,"Utterance(participant='H3M', tokens=[Token(word='ショボいって何', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': 'ショボいって何 ?', '%ort': 'shoboi tte nani ?'})",スペシャリスト,0.5646531581878662,不明,0.5139358043670654,不明,0.46168774366378784
H3M,"Utterance(participant='H3M', tokens=[Token(word='どこまでがショボいの', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(273802, 276104), tiers={'H3M': 'どこまでがショボいの ? \x15273802_276104\x15', '%ort': 'doko made shoboi no ?'})",スペシャリスト,0.5669692754745483,不明,0.49406740069389343,不明,0.4094604253768921
L3F,"Utterance(participant='L3F', tokens=[Token(word='何かこの人小ちゃいなあって思う人が', pos=None, mor=None, gra=None), Token(word='...', pos=None, mor=None, gra=None)], time_marks=(276102, 279310), tiers={'L3F': '何かこの人小ちゃいなあって思う人が +... \x15276102_279310\x15', '%ort': 'nanka kono hito chitchai naa tte omou hito ga +...'})",不明,0.5363925695419312,不明,0.4909515082836151,不明,0.44109687209129333
K3F,"Utterance(participant='K3F', tokens=[Token(word='背じゃない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(279308, 280811), tiers={'K3F': '<背じゃない> [/] 背じゃない . \x15279308_280811\x15', '%ort': '<se janai> [/] se janai .'})",不明,0.531808614730835,不明,0.493277907371521,不明,0.4586777687072754
H3M,"Utterance(participant='H3M', tokens=[Token(word='良い', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': '良い .', '%ort': 'ii .'})",スペシャリスト,0.5598248243331909,不明,0.5011454820632935,不明,0.4558376669883728
H3M,"Utterance(participant='H3M', tokens=[Token(word='そんなフォロー要らないって', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': 'そんなフォロー要らないって .', '%ort': 'sonna foroo iran [: iranai] tte .'})",不明,0.5142903327941895,不明,0.4997901916503906,不明,0.4528730511665344
H3M,"Utterance(participant='H3M', tokens=[Token(word='みんな分かってるよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': 'みんな分かってるよ .', '%ort': 'minna wakatteru yo .'})",不明,0.5404341816902161,不明,0.4833148121833801,不明,0.4590016007423401
H3M,"Utterance(participant='H3M', tokens=[Token(word='みんな分かってるよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(280810, 285278), tiers={'H3M': '&=laugh みんな分かってるよ . \x15280810_285278\x15', '%ort': '&=laugh minna wakatteru yo .'})",不明,0.5314216613769531,不明,0.4849955439567566,不明,0.4024756848812103
G3M,"Utterance(participant='G3M', tokens=[Token(word='ショボいね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(285276, 289849), tiers={'G3M': 'ショボいね . \x15285276_289849\x15', '%ort': 'shoboi ne: .'})",不明,0.5362969636917114,不明,0.4911079406738281,不明,0.38745492696762085
H3M,"Utterance(participant='H3M', tokens=[Token(word='ケチとか', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(288952, 290577), tiers={'H3M': 'ケチとか ? \x15288952_290577\x15', '%ort': 'kechi toka ?'})",スペシャリスト,0.5626306533813477,不明,0.5019285678863525,不明,0.4132748544216156
K3F,"Utterance(participant='K3F', tokens=[Token(word='あっケチ嫌だね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(289987, 292044), tiers={'K3F': 'あっケチ嫌だね . \x15289987_292044\x15', '%ort': 'aq kechi (i)ya da ne: .'})",不明,0.5442510843276978,不明,0.49581146240234375,不明,0.421461284160614
L3F,"Utterance(participant='L3F', tokens=[Token(word='ケチ嫌だね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(289987, 292043), tiers={'L3F': 'ケチ嫌だね . \x15289987_292043\x15', '%ort': 'kechi (i)ya da ne: .'})",不明,0.5122255086898804,不明,0.45924249291419983,不明,0.419222354888916
G3M,"Utterance(participant='G3M', tokens=[Token(word='結局金', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(292041, 294384), tiers={'G3M': '結局金 ? \x15292041_294384\x15', '%ort': 'kekkyoku kane ?'})",不明,0.5454127788543701,不明,0.45140817761421204,不明,0.4018916189670563
H3M,"Utterance(participant='H3M', tokens=[Token(word='結局でしょう', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='そんなの', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(294383, 298989), tiers={'H3M': '結局でしょう, そんなの . \x15294383_298989\x15', '%ort': 'kekkyoku desho(o) „ sonna no .'})",スペシャリスト,0.5602377653121948,不明,0.5327551960945129,不明,0.4770270884037018
L3F,"Utterance(participant='L3F', tokens=[Token(word='お金は大事だと思う', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(294383, 298989), tiers={'L3F': 'お金は大事だと思う . \x15294383_298989\x15', '%ort': 'okane wa daiji da to omou .'})",スペシャリスト,0.5692787766456604,不明,0.4915686547756195,不明,0.44793424010276794
K3F,"Utterance(participant='K3F', tokens=[Token(word='全部結局って言う', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='何言っても', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(294383, 298989), tiers={'K3F': '全部結局って言う, 何言っても . \x15294383_298989\x15', '%ort': 'zembu kekkyoku tte iu „ nani yutte mo .'})",スペシャリスト,0.5758033990859985,リソース探究者,0.554652214050293,完遂者,0.5693310499191284
L3F,"Utterance(participant='L3F', tokens=[Token(word='お金も大事だよね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(298987, 301295), tiers={'L3F': 'お金も大事だよね . \x15298987_301295\x15', '%ort': 'okane mo daiji da yo ne .'})",スペシャリスト,0.5674964785575867,不明,0.4808579683303833,不明,0.4065340459346771
K3F,"Utterance(participant='K3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(298987, 301295), tiers={'K3F': 'うん . \x15298987_301295\x15', '%ort': 'un .'})",不明,0.534337043762207,不明,0.4897436797618866,不明,0.41813796758651733
K3F,"Utterance(participant='K3F', tokens=[Token(word='それは大事でしょう', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(301294, 306800), tiers={'K3F': 'それは大事でしょう . \x15301294_306800\x15', '%ort': 'sorya [: sore wa] daiji desho(o) .'})",スペシャリスト,0.6093636751174927,不明,0.5111364722251892,不明,0.45388686656951904
L3F,"Utterance(participant='L3F', tokens=[Token(word='結婚するそれは付き合うんだったら別に良いけど結婚するのならお金は大事だよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(301294, 306800), tiers={'L3F': '結婚するそれは付き合うんだったら別に良いけど結婚するのならお金は大事だよ . \x15301294_306800\x15', '%ort': 'kekkon suru sorya [: sore wa] tsukiau n dattara betsu ni ii kedo kekkon suru n(o) nara okane wa daiji da yo .'})",スペシャリスト,0.579439103603363,不明,0.5061560869216919,不明,0.4942989647388458
G3M,"Utterance(participant='G3M', tokens=[Token(word='年収', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(306798, 308398), tiers={'G3M': '年収 . \x15306798_308398\x15', '%ort': 'nenshuu .'})",不明,0.5002045631408691,不明,0.4711979627609253,不明,0.3947522044181824
L3F,"Utterance(participant='L3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(306798, 308398), tiers={'L3F': 'うん . \x15306798_308398\x15', '%ort': 'un .'})",不明,0.5161029696464539,不明,0.4869876205921173,不明,0.41687530279159546
L3F,"Utterance(participant='L3F', tokens=[Token(word='大事', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '大事 .', '%ort': 'daiji .'})",スペシャリスト,0.5896875858306885,不明,0.5373867750167847,不明,0.48676684498786926
K3F,"Utterance(participant='K3F', tokens=[Token(word='それは大事でしょう', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': 'それは大事でしょう .', '%ort': 'sorya [: sore wa] daiji desho(o) .'})",スペシャリスト,0.6175839900970459,不明,0.5217841863632202,不明,0.4755609333515167
K3F,"Utterance(participant='K3F', tokens=[Token(word='無いよりはあった方が良いじゃんね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': '無いよりはあった方が良いじゃんね .', '%ort': 'nai yori wa atta hoo ga ii jan ne .'})",不明,0.5309387445449829,不明,0.4987323582172394,不明,0.42739126086235046
L3F,"Utterance(participant='L3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(308398, 312732), tiers={'L3F': 'うん . \x15308398_312732\x15', '%ort': 'un .'})",不明,0.521452009677887,不明,0.49600473046302795,不明,0.41193366050720215
L3F,"Utterance(participant='L3F', tokens=[Token(word='だって生活出来なきゃ困るもんね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(312731, 315780), tiers={'L3F': 'だって生活出来なきゃ困るもんね . \x15312731_315780\x15', '%ort': 'datte seekatsu dekinakya komaru mon ne .'})",スペシャリスト,0.5668818950653076,不明,0.5120508670806885,不明,0.47878164052963257
K3F,"Utterance(participant='K3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(312731, 315780), tiers={'K3F': 'うん . \x15312731_315780\x15', '%ort': 'un .'})",スペシャリスト,0.5553027391433716,不明,0.5196264982223511,不明,0.44730156660079956
G3M,"Utterance(participant='G3M', tokens=[Token(word='じゃでも普通の生活が出来れば良いか裕福な暮らしが', pos=None, mor=None, gra=None), Token(word='...', pos=None, mor=None, gra=None)], time_marks=(315779, 319867), tiers={'G3M': 'じゃでも普通の生活が出来れば良いか裕福な暮らしが +... \x15315779_319867\x15', '%ort': 'ja: demo futsuu no seekatsu ga dekireba ii ka yuufuku na kurashi ga +...'})",スペシャリスト,0.5779725313186646,不明,0.506026029586792,不明,0.4999934434890747
L3F,"Utterance(participant='L3F', tokens=[Token(word='ちょっと余裕がある方が良いなあ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(319866, 322720), tiers={'L3F': 'ちょっと余裕がある方が良いなあ . \x15319866_322720\x15', '%ort': 'chotto yoyuu ga aru hoo ga ii naa .'})",不明,0.5420054197311401,不明,0.5023611187934875,不明,0.45480120182037354
ALL,"Utterance(participant='ALL', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(319866, 322720), tiers={'ALL': '&=laugh . \x15319866_322720\x15', '%ort': '&=laugh .'})",不明,0.5257762670516968,不明,0.4905683100223541,不明,0.4205518960952759
K3F,"Utterance(participant='K3F', tokens=[Token(word='遊離は嫌だ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(322719, 324384), tiers={'K3F': '遊離は嫌だ . \x15322719_324384\x15', '%ort': 'yuuri [?] wa (i)ya da .'})",不明,0.5007232427597046,不明,0.48570358753204346,不明,0.4499814808368683
L3F,"Utterance(participant='L3F', tokens=[Token(word='嫌だ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(322719, 324384), tiers={'L3F': '嫌だ . \x15322719_324384\x15', '%ort': '(i)ya da .'})",不明,0.5153471827507019,不明,0.4894992709159851,不明,0.41401398181915283
L3F,"Utterance(participant='L3F', tokens=[Token(word='何か今月どうしようみたいなのを言いたくない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(324383, 328055), tiers={'L3F': '何か今月どうしようみたいなのを言いたくない . \x15324383_328055\x15', '%ort': 'nanka kongetsu doo shiyoo mitai na no o iitaku nai .'})",不明,0.5311497449874878,不明,0.4961927533149719,不明,0.4602065086364746
K3F,"Utterance(participant='K3F', tokens=[Token(word='言いたくない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(324383, 328055), tiers={'K3F': '言いたくない . \x15324383_328055\x15', '%ort': 'iitaku nai .'})",不明,0.5321975946426392,不明,0.5090326070785522,不明,0.47045618295669556
G3M,"Utterance(participant='G3M', tokens=[Token(word='ほう', pos=None, mor=None, gra=None), Token(word='へえ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(328054, 335060), tiers={'G3M': '&=laugh ほう@i へえ@i . \x15328054_335060\x15', '%ort': '&=laugh hoo@i hee .'})",スペシャリスト,0.5554654598236084,不明,0.5348458290100098,不明,0.4518049359321594
H3M,"Utterance(participant='H3M', tokens=[Token(word='良いとこ育ちだからね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(335058, 337018), tiers={'H3M': '良いとこ育ちだからね . \x15335058_337018\x15', '%ort': 'maa ii toko sodachi da yo ne .'})",スペシャリスト,0.5544302463531494,不明,0.47614461183547974,不明,0.4037106931209564
G3M,"Utterance(participant='G3M', tokens=[Token(word='まあね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(335058, 337018), tiers={'G3M': 'まあね . \x15335058_337018\x15', '%ort': 'maa ne .'})",不明,0.5053730010986328,不明,0.4791496694087982,不明,0.3932502865791321
L3F,"Utterance(participant='L3F', tokens=[Token(word='知らない癖にね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '知らない癖にね .', '%ort': 'shiranai kuse ni ne: .'})",スペシャリスト,0.5682823657989502,不明,0.5219894647598267,不明,0.4961451292037964
